,name,year,month,SN,wind,pressure,day,hour,lat,long,status,category,tropicalstorm_force_diameter,hurricane_force_diameter
1777,Dean,1983,9,1777,30,1015,30,18,37.9,-76.9,tropical depression,NA,NA,NA
1778,Arthur,1984,8,1778,25,1010,28,18,10.5,-51,tropical depression,NA,NA,NA
1779,Arthur,1984,8,1779,25,1009,29,0,10.5,-52.5,tropical depression,NA,NA,NA
1780,Arthur,1984,8,1780,25,1008,29,6,10.6,-54,tropical depression,NA,NA,NA
1781,Arthur,1984,8,1781,35,1006,29,12,11.2,-55,tropical storm,NA,NA,NA
1782,Arthur,1984,8,1782,45,1004,29,18,11.8,-55.8,tropical storm,NA,NA,NA
1783,Arthur,1984,8,1783,45,1004,30,0,12.4,-56.3,tropical storm,NA,NA,NA
1784,Arthur,1984,8,1784,40,1005,30,6,13,-57,tropical storm,NA,NA,NA
1785,Arthur,1984,8,1785,35,1006,30,12,13.4,-57.4,tropical storm,NA,NA,NA
1786,Arthur,1984,8,1786,35,1007,30,18,14,-57.8,tropical storm,NA,NA,NA
1787,Arthur,1984,8,1787,35,1009,31,0,14.4,-58,tropical storm,NA,NA,NA
1788,Arthur,1984,8,1788,35,1009,31,6,14.8,-58.1,tropical storm,NA,NA,NA
1789,Arthur,1984,8,1789,35,1010,31,12,15.3,-58.2,tropical storm,NA,NA,NA
1790,Arthur,1984,8,1790,30,1011,31,18,16,-58.4,tropical depression,NA,NA,NA
1791,Arthur,1984,9,1791,30,1011,1,0,16.7,-58.6,tropical depression,NA,NA,NA
1792,Arthur,1984,9,1792,30,1012,1,6,16.9,-59.1,tropical depression,NA,NA,NA
1793,Arthur,1984,9,1793,30,1011,1,12,17,-59.8,tropical depression,NA,NA,NA
1794,Arthur,1984,9,1794,25,1010,1,18,17.2,-60.2,tropical depression,NA,NA,NA
1795,Arthur,1984,9,1795,25,1010,2,0,17.6,-60.6,tropical depression,NA,NA,NA
1796,Arthur,1984,9,1796,25,1010,2,6,17.9,-61,tropical depression,NA,NA,NA
1797,Arthur,1984,9,1797,25,1010,2,12,18.2,-61.2,tropical depression,NA,NA,NA
1798,Arthur,1984,9,1798,30,1009,2,18,18.7,-61.4,tropical depression,NA,NA,NA
1799,Arthur,1984,9,1799,30,1008,3,0,18.9,-61.8,tropical depression,NA,NA,NA
1800,Arthur,1984,9,1800,30,1008,3,6,19.2,-62,tropical depression,NA,NA,NA
1801,Arthur,1984,9,1801,30,1010,3,12,19.5,-62.2,tropical depression,NA,NA,NA
1802,Arthur,1984,9,1802,30,1011,3,18,19.8,-62.6,tropical depression,NA,NA,NA
1803,Arthur,1984,9,1803,25,1012,4,0,20.2,-62.9,tropical depression,NA,NA,NA
1804,Arthur,1984,9,1804,25,1012,4,6,21,-63.3,tropical depression,NA,NA,NA
1805,Arthur,1984,9,1805,25,1013,4,12,21.8,-64,tropical depression,NA,NA,NA
1806,Arthur,1984,9,1806,25,1013,4,18,22.3,-65,tropical depression,NA,NA,NA
1807,Arthur,1984,9,1807,25,1014,5,0,22.8,-66,tropical depression,NA,NA,NA
1808,Arthur,1984,9,1808,25,1014,5,6,23.1,-66.9,tropical depression,NA,NA,NA
1809,Arthur,1984,9,1809,25,1014,5,12,24,-67.9,tropical depression,NA,NA,NA
1810,Arthur,1984,9,1810,25,1014,5,18,25,-68.5,tropical depression,NA,NA,NA
1811,Bertha,1984,8,1811,25,1009,30,12,13.1,-41,tropical depression,NA,NA,NA
1812,Bertha,1984,8,1812,25,1009,30,18,13.3,-42.2,tropical depression,NA,NA,NA
1813,Bertha,1984,8,1813,30,1008,31,0,13.7,-43.4,tropical depression,NA,NA,NA
1814,Bertha,1984,8,1814,30,1008,31,6,14.4,-44.5,tropical depression,NA,NA,NA
1815,Bertha,1984,8,1815,35,1007,31,12,14.9,-45.3,tropical storm,NA,NA,NA
1816,Bertha,1984,8,1816,35,1007,31,18,15.7,-46.6,tropical storm,NA,NA,NA
1817,Bertha,1984,9,1817,35,1007,1,0,16.3,-47.7,tropical storm,NA,NA,NA
1818,Bertha,1984,9,1818,35,1007,1,6,17,-48.7,tropical storm,NA,NA,NA
1819,Bertha,1984,9,1819,30,1008,1,12,17.5,-49.5,tropical depression,NA,NA,NA
1820,Bertha,1984,9,1820,30,1008,1,18,18.2,-50.5,tropical depression,NA,NA,NA
1821,Bertha,1984,9,1821,30,1008,2,0,19.2,-51.3,tropical depression,NA,NA,NA
1822,Bertha,1984,9,1822,30,1009,2,6,20,-52.1,tropical depression,NA,NA,NA
1823,Bertha,1984,9,1823,25,1010,2,12,20.8,-53.1,tropical depression,NA,NA,NA
1824,Bertha,1984,9,1824,25,1010,2,18,22.6,-52.8,tropical depression,NA,NA,NA
1825,Bertha,1984,9,1825,25,1010,3,0,23.8,-52.5,tropical depression,NA,NA,NA
1826,Bertha,1984,9,1826,25,1010,3,6,25.1,-51.9,tropical depression,NA,NA,NA
1827,Bertha,1984,9,1827,20,1012,3,12,26.1,-50.5,tropical depression,NA,NA,NA
1828,Bertha,1984,9,1828,20,1012,3,18,27.1,-49.1,tropical depression,NA,NA,NA
1829,Bertha,1984,9,1829,20,1013,4,0,28.3,-47.8,tropical depression,NA,NA,NA
1830,Bertha,1984,9,1830,20,1013,4,6,29.6,-46,tropical depression,NA,NA,NA
1831,Bertha,1984,9,1831,20,1013,4,12,30.5,-44.5,tropical depression,NA,NA,NA
1832,Bertha,1984,9,1832,20,1013,4,18,32,-42,tropical depression,NA,NA,NA
1833,Cesar,1984,8,1833,25,1008,31,0,36.6,-66.9,subtropical depression,NA,NA,NA
1834,Cesar,1984,8,1834,30,1005,31,6,37.8,-66,subtropical depression,NA,NA,NA
1835,Cesar,1984,8,1835,35,1001,31,12,38.9,-65,tropical storm,NA,NA,NA
1836,Cesar,1984,8,1836,35,999,31,18,39.8,-63.1,tropical storm,NA,NA,NA
1837,Cesar,1984,9,1837,40,999,1,0,40.6,-61.1,tropical storm,NA,NA,NA
1838,Cesar,1984,9,1838,40,998,1,6,41.7,-59,tropical storm,NA,NA,NA
1839,Cesar,1984,9,1839,40,998,1,12,42.9,-56.9,tropical storm,NA,NA,NA
1840,Cesar,1984,9,1840,40,998,1,18,44,-54.9,tropical storm,NA,NA,NA
1841,Cesar,1984,9,1841,45,998,2,0,44.9,-53.3,tropical storm,NA,NA,NA
1842,Cesar,1984,9,1842,45,997,2,6,45.5,-51.8,tropical storm,NA,NA,NA
1843,Cesar,1984,9,1843,50,994,2,12,46,-50.4,tropical storm,NA,NA,NA
1844,Cesar,1984,9,1844,50,989,2,18,46.2,-48.9,extratropical,NA,NA,NA
1845,Diana,1984,9,1845,35,1008,8,12,28.5,-77.4,tropical storm,NA,NA,NA
1846,Diana,1984,9,1846,40,1006,8,18,28.6,-78.3,tropical storm,NA,NA,NA
1847,Diana,1984,9,1847,45,1004,9,0,28.5,-79.2,tropical storm,NA,NA,NA
1848,Diana,1984,9,1848,50,1002,9,6,28.6,-79.7,tropical storm,NA,NA,NA
1849,Diana,1984,9,1849,55,1000,9,12,29,-79.9,tropical storm,NA,NA,NA
1850,Diana,1984,9,1850,60,995,9,18,29.4,-80.1,tropical storm,NA,NA,NA
1851,Diana,1984,9,1851,60,994,10,0,29.7,-80.4,tropical storm,NA,NA,NA
1852,Diana,1984,9,1852,60,995,10,6,30.1,-80.3,tropical storm,NA,NA,NA
1853,Diana,1984,9,1853,65,991,10,12,30.5,-80,hurricane,1,NA,NA
1854,Diana,1984,9,1854,70,986,10,18,30.8,-79.6,hurricane,1,NA,NA
1855,Diana,1984,9,1855,80,980,11,0,31.3,-79.1,hurricane,1,NA,NA
1856,Diana,1984,9,1856,85,973,11,6,31.8,-78.7,hurricane,2,NA,NA
1857,Diana,1984,9,1857,100,960,11,12,32.6,-78.4,hurricane,3,NA,NA
1858,Diana,1984,9,1858,110,952,11,18,33.4,-78,hurricane,3,NA,NA
1859,Diana,1984,9,1859,115,949,12,0,33.9,-77.7,hurricane,4,NA,NA
1860,Diana,1984,9,1860,95,963,12,6,34,-77.4,hurricane,2,NA,NA
1861,Diana,1984,9,1861,95,967,12,12,34,-77.2,hurricane,2,NA,NA
1862,Diana,1984,9,1862,90,970,12,18,33.9,-77.1,hurricane,2,NA,NA
1863,Diana,1984,9,1863,85,972,13,0,33.8,-77.4,hurricane,2,NA,NA
1864,Diana,1984,9,1864,80,978,13,6,33.9,-77.9,hurricane,1,NA,NA
1865,Diana,1984,9,1865,80,979,13,7,33.9,-78,hurricane,1,NA,NA
1866,Diana,1984,9,1866,65,990,13,12,34,-78.3,hurricane,1,NA,NA
1867,Diana,1984,9,1867,55,999,13,18,34.3,-78.5,tropical storm,NA,NA,NA
1868,Diana,1984,9,1868,45,1003,14,0,34.6,-78.5,tropical storm,NA,NA,NA
1869,Diana,1984,9,1869,40,1005,14,6,35,-78,tropical storm,NA,NA,NA
1870,Diana,1984,9,1870,45,1003,14,12,35.3,-77.1,tropical storm,NA,NA,NA
1871,Diana,1984,9,1871,50,1000,14,18,35.6,-76,tropical storm,NA,NA,NA
1872,Diana,1984,9,1872,55,997,15,0,36.2,-74.4,tropical storm,NA,NA,NA
1873,Diana,1984,9,1873,60,994,15,6,37.2,-72.7,tropical storm,NA,NA,NA
1874,Diana,1984,9,1874,60,992,15,12,38.5,-70.3,tropical storm,NA,NA,NA
1875,Diana,1984,9,1875,60,992,15,18,41,-66,tropical storm,NA,NA,NA
1876,Diana,1984,9,1876,60,994,16,0,43.5,-61.9,tropical storm,NA,NA,NA
1877,Diana,1984,9,1877,60,995,16,6,46,-57.8,extratropical,NA,NA,NA
1878,Edouard,1984,9,1878,30,1000,14,0,20.3,-96.1,tropical depression,NA,NA,NA
1879,Edouard,1984,9,1879,35,1000,14,6,20.5,-96.2,tropical storm,NA,NA,NA
1880,Edouard,1984,9,1880,40,1000,14,12,20.7,-96.1,tropical storm,NA,NA,NA
1881,Edouard,1984,9,1881,45,1001,14,18,20.5,-96,tropical storm,NA,NA,NA
1882,Edouard,1984,9,1882,55,998,15,0,20.3,-95.8,tropical storm,NA,NA,NA
1883,Edouard,1984,9,1883,25,1002,15,6,20,-95.7,tropical depression,NA,NA,NA
1884,Edouard,1984,9,1884,25,1001,15,12,20,-95.7,tropical depression,NA,NA,NA
1885,Fran,1984,9,1885,25,1010,15,12,13.7,-21.3,tropical depression,NA,NA,NA
1886,Fran,1984,9,1886,25,1010,15,18,13.8,-22,tropical depression,NA,NA,NA
1887,Fran,1984,9,1887,30,1010,16,0,13.9,-22.7,tropical depression,NA,NA,NA
1888,Fran,1984,9,1888,30,1009,16,6,14,-23.4,tropical depression,NA,NA,NA
1889,Fran,1984,9,1889,30,1008,16,12,14.3,-24.1,tropical depression,NA,NA,NA
1890,Fran,1984,9,1890,35,1006,16,18,14.8,-24.8,tropical storm,NA,NA,NA
1891,Fran,1984,9,1891,45,1000,17,0,15.3,-25.3,tropical storm,NA,NA,NA
1892,Fran,1984,9,1892,50,998,17,6,16.3,-26,tropical storm,NA,NA,NA
1893,Fran,1984,9,1893,50,996,17,12,17.3,-26.5,tropical storm,NA,NA,NA
1894,Fran,1984,9,1894,55,995,17,18,18.4,-27.1,tropical storm,NA,NA,NA
1895,Fran,1984,9,1895,55,994,18,0,19.5,-28,tropical storm,NA,NA,NA
1896,Fran,1984,9,1896,55,994,18,6,20.2,-29.6,tropical storm,NA,NA,NA
1897,Fran,1984,9,1897,55,994,18,12,20.9,-31,tropical storm,NA,NA,NA
1898,Fran,1984,9,1898,50,995,18,18,21.1,-32.8,tropical storm,NA,NA,NA
1899,Fran,1984,9,1899,50,996,19,0,21.1,-34.3,tropical storm,NA,NA,NA
1900,Fran,1984,9,1900,50,1000,19,6,21,-36,tropical storm,NA,NA,NA
1901,Fran,1984,9,1901,45,1005,19,12,20.9,-37.9,tropical storm,NA,NA,NA
1902,Fran,1984,9,1902,40,1005,19,18,20.8,-39.5,tropical storm,NA,NA,NA
1903,Fran,1984,9,1903,35,1006,20,0,20.5,-40.7,tropical storm,NA,NA,NA
1904,Fran,1984,9,1904,30,1008,20,6,20.2,-42,tropical depression,NA,NA,NA
1905,Fran,1984,9,1905,25,1009,20,12,20,-43,tropical depression,NA,NA,NA
1906,Gustav,1984,9,1906,30,1009,16,18,28.6,-65.5,tropical depression,NA,NA,NA
1907,Gustav,1984,9,1907,30,1009,17,0,29.6,-65.5,tropical depression,NA,NA,NA
1908,Gustav,1984,9,1908,30,1009,17,6,30.3,-65.5,tropical depression,NA,NA,NA
1909,Gustav,1984,9,1909,30,1009,17,12,31.3,-65.2,tropical depression,NA,NA,NA
1910,Gustav,1984,9,1910,30,1009,17,18,32.1,-64.7,tropical depression,NA,NA,NA
1911,Gustav,1984,9,1911,30,1009,18,0,32.1,-64.7,tropical depression,NA,NA,NA
1912,Gustav,1984,9,1912,30,1009,18,6,32.1,-64.7,tropical depression,NA,NA,NA
1913,Gustav,1984,9,1913,30,1009,18,12,32.1,-64.7,tropical depression,NA,NA,NA
1914,Gustav,1984,9,1914,45,1006,18,18,32.1,-64.7,tropical storm,NA,NA,NA
1915,Gustav,1984,9,1915,45,1006,19,0,33.2,-63.6,tropical storm,NA,NA,NA
1916,Gustav,1984,9,1916,45,1006,19,6,34.6,-62.6,tropical storm,NA,NA,NA
1917,Hortense,1984,9,1917,30,1009,23,0,31.3,-58.3,subtropical depression,NA,NA,NA
1918,Hortense,1984,9,1918,30,1007,23,6,30.7,-58.7,subtropical depression,NA,NA,NA
1919,Hortense,1984,9,1919,30,1005,23,12,30,-59,subtropical depression,NA,NA,NA
1920,Hortense,1984,9,1920,35,1002,23,18,29.2,-59.1,subtropical storm,NA,NA,NA
1921,Hortense,1984,9,1921,35,1000,24,0,28.6,-59.2,subtropical storm,NA,NA,NA
1922,Hortense,1984,9,1922,35,999,24,6,28.4,-59.4,subtropical storm,NA,NA,NA
1923,Hortense,1984,9,1923,40,999,24,12,28.4,-59.8,subtropical storm,NA,NA,NA
1924,Hortense,1984,9,1924,40,999,24,18,28.5,-60.1,tropical storm,NA,NA,NA
1925,Hortense,1984,9,1925,45,999,25,0,28.7,-60.3,tropical storm,NA,NA,NA
1926,Hortense,1984,9,1926,55,998,25,6,28.9,-60.4,tropical storm,NA,NA,NA
1927,Hortense,1984,9,1927,60,997,25,12,29.3,-60.6,tropical storm,NA,NA,NA
1928,Hortense,1984,9,1928,65,996,25,18,29.7,-60.8,hurricane,1,NA,NA
1929,Hortense,1984,9,1929,65,993,26,0,30.2,-61.1,hurricane,1,NA,NA
1930,Hortense,1984,9,1930,60,994,26,6,30.8,-61,tropical storm,NA,NA,NA
1931,Hortense,1984,9,1931,50,995,26,12,31.3,-60.7,tropical storm,NA,NA,NA
1932,Hortense,1984,9,1932,45,996,26,18,32,-60.9,tropical storm,NA,NA,NA
1933,Hortense,1984,9,1933,40,996,27,0,32.4,-60.8,tropical storm,NA,NA,NA
1934,Hortense,1984,9,1934,40,995,27,6,32.8,-60.5,tropical storm,NA,NA,NA
1935,Hortense,1984,9,1935,35,995,27,12,33,-60,tropical storm,NA,NA,NA
1936,Hortense,1984,9,1936,35,995,27,18,32.9,-59.8,tropical storm,NA,NA,NA
1937,Hortense,1984,9,1937,35,995,28,0,32.7,-59.9,tropical storm,NA,NA,NA
1938,Hortense,1984,9,1938,35,996,28,6,32.3,-60.2,tropical storm,NA,NA,NA
1939,Hortense,1984,9,1939,40,996,28,12,31.7,-61,tropical storm,NA,NA,NA
1940,Hortense,1984,9,1940,40,997,28,18,31.1,-61.7,tropical storm,NA,NA,NA
1941,Hortense,1984,9,1941,45,998,29,0,30.6,-62.4,tropical storm,NA,NA,NA
1942,Hortense,1984,9,1942,45,999,29,6,30.5,-63.2,tropical storm,NA,NA,NA
1943,Hortense,1984,9,1943,45,1001,29,12,30.6,-64,tropical storm,NA,NA,NA
1944,Hortense,1984,9,1944,40,1002,29,18,30.9,-64.7,tropical storm,NA,NA,NA
1945,Hortense,1984,9,1945,40,1004,30,0,31.4,-65,tropical storm,NA,NA,NA
1946,Hortense,1984,9,1946,35,1006,30,6,32.3,-64.9,tropical storm,NA,NA,NA
1947,Hortense,1984,9,1947,35,1007,30,12,33.9,-64.2,tropical storm,NA,NA,NA
1948,Hortense,1984,9,1948,35,1006,30,18,35.8,-62.2,tropical storm,NA,NA,NA
1949,Hortense,1984,10,1949,40,1004,1,0,37.4,-59.8,tropical storm,NA,NA,NA
1950,Hortense,1984,10,1950,45,1001,1,6,38.8,-57,tropical storm,NA,NA,NA
1951,Hortense,1984,10,1951,50,998,1,12,40,-54,tropical storm,NA,NA,NA
1952,Hortense,1984,10,1952,50,996,1,18,40.9,-50.4,tropical storm,NA,NA,NA
1953,Hortense,1984,10,1953,50,995,2,0,41.7,-46.8,tropical storm,NA,NA,NA
1954,Hortense,1984,10,1954,50,995,2,6,42.3,-43,tropical storm,NA,NA,NA
1955,Hortense,1984,10,1955,50,995,2,12,42.8,-39,tropical storm,NA,NA,NA
1956,Hortense,1984,10,1956,45,996,2,18,43.2,-35,tropical storm,NA,NA,NA
1957,Isidore,1984,9,1957,30,1003,25,12,23.4,-73,tropical depression,NA,NA,NA
1958,Isidore,1984,9,1958,30,1003,25,18,23.9,-73.9,tropical depression,NA,NA,NA
1959,Isidore,1984,9,1959,30,1002,26,0,24.3,-74.9,tropical depression,NA,NA,NA
1960,Isidore,1984,9,1960,30,1002,26,6,24.5,-76,tropical depression,NA,NA,NA
1961,Isidore,1984,9,1961,40,1001,26,12,24.7,-77,tropical storm,NA,NA,NA
1962,Isidore,1984,9,1962,45,1000,26,18,25,-77.7,tropical storm,NA,NA,NA
1963,Isidore,1984,9,1963,45,999,27,0,25.4,-78.4,tropical storm,NA,NA,NA
1964,Isidore,1984,9,1964,50,1000,27,6,25.8,-79.1,tropical storm,NA,NA,NA
1965,Isidore,1984,9,1965,50,1000,27,12,26.4,-79.8,tropical storm,NA,NA,NA
1966,Isidore,1984,9,1966,45,1001,27,18,27.3,-80.5,tropical storm,NA,NA,NA
1967,Isidore,1984,9,1967,45,1002,28,0,27.8,-81.5,tropical storm,NA,NA,NA
1968,Isidore,1984,9,1968,45,1002,28,6,28.5,-82.3,tropical storm,NA,NA,NA
1969,Isidore,1984,9,1969,45,1002,28,12,29.5,-82.1,tropical storm,NA,NA,NA
1970,Isidore,1984,9,1970,45,1001,28,18,30.1,-81.9,tropical storm,NA,NA,NA
1971,Isidore,1984,9,1971,45,1004,29,0,30.7,-81.4,tropical storm,NA,NA,NA
1972,Isidore,1984,9,1972,45,1005,29,6,31.3,-80.5,tropical storm,NA,NA,NA
1973,Isidore,1984,9,1973,45,1004,29,12,32.2,-79.3,tropical storm,NA,NA,NA
1974,Isidore,1984,9,1974,45,1002,29,18,32.8,-77.8,tropical storm,NA,NA,NA
1975,Isidore,1984,9,1975,50,1000,30,0,33.6,-76.2,tropical storm,NA,NA,NA
1976,Isidore,1984,9,1976,40,1005,30,6,34.3,-74.4,tropical storm,NA,NA,NA
1977,Isidore,1984,9,1977,40,1007,30,12,34.8,-72.5,tropical storm,NA,NA,NA
1978,Isidore,1984,9,1978,40,1007,30,18,35.3,-70.4,tropical storm,NA,NA,NA
1979,Isidore,1984,10,1979,30,1007,1,0,35.8,-67.7,tropical depression,NA,NA,NA
1980,Isidore,1984,10,1980,30,1008,1,6,36.4,-65,tropical depression,NA,NA,NA
1981,Isidore,1984,10,1981,25,1012,1,12,36.8,-62.1,tropical depression,NA,NA,NA
1982,Josephine,1984,10,1982,25,1010,7,6,24.1,-68.9,subtropical depression,NA,NA,NA
1983,Josephine,1984,10,1983,25,1008,7,12,24,-69.4,subtropical depression,NA,NA,NA
1984,Josephine,1984,10,1984,25,1008,7,18,23.9,-69.9,subtropical depression,NA,NA,NA
1985,Josephine,1984,10,1985,30,1006,8,0,23.9,-70.4,subtropical depression,NA,NA,NA
1986,Josephine,1984,10,1986,30,1004,8,6,24,-70.9,subtropical depression,NA,NA,NA
1987,Josephine,1984,10,1987,40,1002,8,12,24.1,-71.4,tropical storm,NA,NA,NA
1988,Josephine,1984,10,1988,50,998,8,18,24.3,-71.9,tropical storm,NA,NA,NA
1989,Josephine,1984,10,1989,55,995,9,0,24.6,-72.2,tropical storm,NA,NA,NA
1990,Josephine,1984,10,1990,60,994,9,6,25.2,-72.2,tropical storm,NA,NA,NA
1991,Josephine,1984,10,1991,60,995,9,12,25.8,-72.1,tropical storm,NA,NA,NA
1992,Josephine,1984,10,1992,60,993,9,18,26.4,-72.1,tropical storm,NA,NA,NA
1993,Josephine,1984,10,1993,60,990,10,0,26.9,-72.2,tropical storm,NA,NA,NA
1994,Josephine,1984,10,1994,65,987,10,6,27.2,-72.4,hurricane,1,NA,NA
1995,Josephine,1984,10,1995,70,987,10,12,27.5,-72.5,hurricane,1,NA,NA
1996,Josephine,1984,10,1996,70,985,10,18,28,-72.6,hurricane,1,NA,NA
1997,Josephine,1984,10,1997,75,983,11,0,28.6,-72.5,hurricane,1,NA,NA
1998,Josephine,1984,10,1998,80,979,11,6,29.3,-72.4,hurricane,1,NA,NA
1999,Josephine,1984,10,1999,85,974,11,12,30,-72.1,hurricane,2,NA,NA
2000,Josephine,1984,10,2000,85,971,11,18,30.7,-71.9,hurricane,2,NA,NA
2001,Josephine,1984,10,2001,90,970,12,0,31.4,-71.7,hurricane,2,NA,NA
2002,Josephine,1984,10,2002,90,973,12,6,32.2,-71.7,hurricane,2,NA,NA
2003,Josephine,1984,10,2003,90,977,12,12,33,-71.8,hurricane,2,NA,NA
2004,Josephine,1984,10,2004,90,976,12,18,33.7,-71.7,hurricane,2,NA,NA
2005,Josephine,1984,10,2005,85,971,13,0,34.3,-71.4,hurricane,2,NA,NA
2006,Josephine,1984,10,2006,85,973,13,6,34.8,-71.2,hurricane,2,NA,NA
2007,Josephine,1984,10,2007,80,975,13,12,35.4,-71.3,hurricane,1,NA,NA
2008,Josephine,1984,10,2008,70,973,13,18,36,-71.7,hurricane,1,NA,NA
2009,Josephine,1984,10,2009,65,977,14,0,36.6,-71.9,hurricane,1,NA,NA
2010,Josephine,1984,10,2010,65,975,14,6,36.8,-71.7,hurricane,1,NA,NA
2011,Josephine,1984,10,2011,70,971,14,12,36.6,-71.4,hurricane,1,NA,NA
2012,Josephine,1984,10,2012,70,968,14,18,36.3,-70.8,hurricane,1,NA,NA
2013,Josephine,1984,10,2013,70,965,15,0,35.9,-69.8,hurricane,1,NA,NA
2014,Josephine,1984,10,2014,65,966,15,6,36.2,-68.4,hurricane,1,NA,NA
2015,Josephine,1984,10,2015,65,973,15,12,36.8,-66.6,hurricane,1,NA,NA
2016,Josephine,1984,10,2016,65,971,15,18,37.6,-64.8,hurricane,1,NA,NA
2017,Josephine,1984,10,2017,65,973,16,0,38.3,-63,hurricane,1,NA,NA
2018,Josephine,1984,10,2018,65,977,16,6,39.2,-61.4,hurricane,1,NA,NA
2019,Josephine,1984,10,2019,65,982,16,12,39.9,-59.7,hurricane,1,NA,NA
2020,Josephine,1984,10,2020,65,986,16,18,40.6,-58.2,hurricane,1,NA,NA
2021,Josephine,1984,10,2021,65,988,17,0,41.3,-56.6,hurricane,1,NA,NA
2022,Josephine,1984,10,2022,60,990,17,6,42,-54.9,tropical storm,NA,NA,NA
2023,Josephine,1984,10,2023,60,992,17,12,43,-53.9,tropical storm,NA,NA,NA
2024,Josephine,1984,10,2024,55,993,17,18,43.6,-54.1,tropical storm,NA,NA,NA
2025,Josephine,1984,10,2025,50,994,18,0,44,-54.4,tropical storm,NA,NA,NA
2026,Josephine,1984,10,2026,50,994,18,6,44,-55.1,tropical storm,NA,NA,NA
2027,Josephine,1984,10,2027,50,995,18,12,44.1,-56,tropical storm,NA,NA,NA
2028,Josephine,1984,10,2028,45,995,18,18,44,-57.1,extratropical,NA,NA,NA
2029,Josephine,1984,10,2029,45,995,19,0,42.8,-57.7,extratropical,NA,NA,NA
2030,Josephine,1984,10,2030,45,995,19,6,41.2,-56.8,extratropical,NA,NA,NA
2031,Josephine,1984,10,2031,40,995,19,12,40.6,-55.1,extratropical,NA,NA,NA
2032,Josephine,1984,10,2032,40,995,19,18,40.7,-53.1,extratropical,NA,NA,NA
2033,Josephine,1984,10,2033,35,995,20,0,41.2,-50.9,extratropical,NA,NA,NA
2034,Josephine,1984,10,2034,30,996,20,6,41.8,-48.5,extratropical,NA,NA,NA
2035,Josephine,1984,10,2035,30,997,20,12,42.2,-45.7,extratropical,NA,NA,NA
2036,Josephine,1984,10,2036,30,997,20,18,42.8,-42.8,extratropical,NA,NA,NA
2037,Josephine,1984,10,2037,30,998,21,0,43.3,-39.5,extratropical,NA,NA,NA
2038,Klaus,1984,11,2038,15,1004,5,18,14.7,-68.8,tropical depression,NA,NA,NA
2039,Klaus,1984,11,2039,15,1003,6,0,15.2,-68.1,tropical depression,NA,NA,NA
2040,Klaus,1984,11,2040,20,1003,6,6,15.8,-67.7,tropical depression,NA,NA,NA
2041,Klaus,1984,11,2041,25,1002,6,12,16.4,-67.1,tropical depression,NA,NA,NA
2042,Klaus,1984,11,2042,35,1001,6,18,17,-66.7,tropical storm,NA,NA,NA
2043,Klaus,1984,11,2043,40,1000,7,0,17.4,-66.2,tropical storm,NA,NA,NA
2044,Klaus,1984,11,2044,45,998,7,6,18,-65.8,tropical storm,NA,NA,NA
2045,Klaus,1984,11,2045,50,997,7,12,18.5,-65.2,tropical storm,NA,NA,NA
2046,Klaus,1984,11,2046,60,995,7,18,19.1,-64.7,tropical storm,NA,NA,NA
2047,Klaus,1984,11,2047,65,992,8,0,19.4,-64,hurricane,1,NA,NA
2048,Klaus,1984,11,2048,70,989,8,6,19.6,-63.1,hurricane,1,NA,NA
2049,Klaus,1984,11,2049,75,986,8,12,19.7,-62.2,hurricane,1,NA,NA
2050,Klaus,1984,11,2050,80,984,8,18,19.9,-61.4,hurricane,1,NA,NA
2051,Klaus,1984,11,2051,80,982,9,0,20.4,-60.8,hurricane,1,NA,NA
2052,Klaus,1984,11,2052,80,981,9,6,21.1,-60.1,hurricane,1,NA,NA
2053,Klaus,1984,11,2053,80,980,9,12,21.8,-59.5,hurricane,1,NA,NA
2054,Klaus,1984,11,2054,80,980,9,18,22.7,-58.7,hurricane,1,NA,NA
2055,Klaus,1984,11,2055,80,979,10,0,23.8,-57.8,hurricane,1,NA,NA
2056,Klaus,1984,11,2056,75,978,10,6,24.8,-56.6,hurricane,1,NA,NA
2057,Klaus,1984,11,2057,75,977,10,12,26.2,-55.2,hurricane,1,NA,NA
2058,Klaus,1984,11,2058,75,975,10,18,28,-54,hurricane,1,NA,NA
2059,Klaus,1984,11,2059,75,971,11,0,29.5,-53,hurricane,1,NA,NA
2060,Klaus,1984,11,2060,70,975,11,6,31,-52.5,hurricane,1,NA,NA
2061,Klaus,1984,11,2061,70,977,11,12,32.2,-52.4,hurricane,1,NA,NA
2062,Klaus,1984,11,2062,70,980,11,18,33.4,-52.7,hurricane,1,NA,NA
2063,Klaus,1984,11,2063,70,982,12,0,34.6,-53.4,hurricane,1,NA,NA
2064,Klaus,1984,11,2064,70,983,12,6,34.8,-54.2,hurricane,1,NA,NA
2065,Klaus,1984,11,2065,65,984,12,12,35,-55,hurricane,1,NA,NA
2066,Klaus,1984,11,2066,60,985,12,18,35.5,-54.2,subtropical storm,NA,NA,NA
2067,Klaus,1984,11,2067,60,986,13,0,36.5,-52.8,subtropical storm,NA,NA,NA
2068,Klaus,1984,11,2068,55,987,13,6,38,-51,subtropical storm,NA,NA,NA
2069,Klaus,1984,11,2069,55,988,13,12,40,-49,subtropical storm,NA,NA,NA
2070,Klaus,1984,11,2070,50,989,13,18,42,-47,extratropical,NA,NA,NA
2071,Lili,1984,12,2071,50,995,12,12,34.5,-60.5,subtropical storm,NA,NA,NA
